case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00314_C4,ALI_00314,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.87 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3308
S4_ALI_00314_C5,ALI_00314,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.87 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2316
S4_ALI_00315_C1,ALI_00315,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1214
S4_ALI_00315_C2,ALI_00315,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1664
S4_ALI_00315_C3,ALI_00315,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3059
S4_ALI_00315_C4,ALI_00315,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2296
S4_ALI_00315_C5,ALI_00315,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,-0.0276
S4_ALI_00316_C1,ALI_00316,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.23 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1683
S4_ALI_00316_C2,ALI_00316,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.23 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2133
S4_ALI_00316_C3,ALI_00316,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.23 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3528
S4_ALI_00316_C4,ALI_00316,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.23 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2315
S4_ALI_00316_C5,ALI_00316,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.23 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0193
S4_ALI_00317_C1,ALI_00317,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 4.00 GPU units and has observed duration 8.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1356
S4_ALI_00317_C2,ALI_00317,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 4.00 GPU units and has observed duration 8.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1807
S4_ALI_00317_C3,ALI_00317,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 4.00 GPU units and has observed duration 8.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2752
